name_a,context_a,name_b,context_b,canonical_id_a,canonical_id_b,source_url_a,source_url_b,match,llm_match,lambda_val,context_quality_a,quality_reason_a,context_quality_b,quality_reason_b
sclerotinia homoeocarpa,"Dollar spot is a fungal disease of turfgrass caused by the four species in the genus Clarireedia, in the family Rutstroe",potato late blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",agrovoc_c_27367,late_blight,http://aims.fao.org/aos/agrovoc/c_27367,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.7899,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
car,"A car, or an automobile, is a motor vehicle with wheels. Most definitions of cars state that they run primarily on roads, seat 1-8 people, have four wheels, and mainly transport people rather than cargo.",apple rust,"Gymnosporangium juniperi-virginianae is a plant pathogen that causes cedar-apple rust. In virtually any location where apples or crabapples (Malus) and eastern red cedar coexist, cedar apple rust can be a destructive or disfiguring disease on both the apples and cedars.",cedar_apple_rust,cedar_apple_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.3874,medium,partial: only some disease signals present,good,pathogen + symptom/crop found
grapevine esca,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe,tomato mosaic virus,Tomato mosaic virus (ToMV) is a plant pathogenic virus. It is found worldwide and affects tomatoes and many other plants.,grapevine_esca,tomato_mosaic_virus,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
fusarium root and stalk rot,Plant diseases are diseases in plants caused by pathogens and environmental conditions. Organisms that cause infectious,yellow dragon disease,"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yel",agrovoc_c_ec597711,citrus_greening_hlb,http://aims.fao.org/aos/agrovoc/c_ec597711,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,poor,poor phrase: 'plant diseases are diseases in plants',good,pathogen + symptom/crop found
oidium,"Oidium may refer to:Oidium (genus), a genus of fungi in the family Erysiphaceae Oidium (spore), a type of fungal spore Oidium, a disease of grapes caused by the fungus species Uncinula necator",powdery mildew,"Erysiphaceae is a family of ascomycete fungi in the order Helotiales. The members of this family are obligate parasites with a superficial mycelium that forms a characteristic white, powdery coating on their host plants.",grape_powdery_mildew,grape_powdery_mildew,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.7531,good,pathogen + symptom/crop found,poor,poor phrase: 'is a family of'
potato blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",late blight of potato,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",late_blight,late_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.8503,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
sclerotiniaceae,"Monilinia rubi is a species of fungus in the family Sclerotiniaceae. The species is a plant pathogen causing ""dry berry",sprivivirus,"Rhabdoviridae is a family of negative-strand RNA viruses in the order Mononegavirales. Vertebrates, invertebrates, plant",agrovoc_c_313e76f1,agrovoc_c_835a523f,http://aims.fao.org/aos/agrovoc/c_313e76f1,http://aims.fao.org/aos/agrovoc/c_835a523f,0,False,0.0433,good,pathogen + symptom/crop found,poor,poor phrase: 'rhabdoviridae is a family'
spider mites,"Spider mites are members of the family Tetranychidae, which includes about 1,200 species. They are part of the subclass Acari (mites). Spider mites generally live on the undersides of leaves of plants, where they may spin protective silk webs, and can cause damage by puncturing the plant cells to feed.",rna viruses,An RNA virus is a virus characterized by a ribonucleic acid (RNA) based genome. The genome can be single-stranded RNA (ssRNA) or double-stranded (dsRNA).,tomato_spider_mites,agrovoc_c_c4d41c26,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_c4d41c26,0,False,0.001,good,pathogen + symptom/crop found,poor,poor phrase: 'an rna virus is a virus'
banana bunchy top virus,Banana bunchy top virus (BBTV) is a plant pathogenic virus of the family Nanoviridae known for infecting banana plants and other crops. It is aphid transmitted. == Definition == Banana bunchy top is a viral disease caused by a single-stranded DNA virus called the banana bunchy top virus (BBTV).,scabiosa,"Scabiosa is a genus in the honeysuckle family (Caprifoliaceae) of flowering plants. Many of the species in this genus have common names that include the word scabious, but some plants commonly known as scabious are currently classified in related genera such as Knautia and Succisa; at least some of these were formerly placed in Scabiosa.",banana_bunchy_top_virus,agrovoc_c_27362,https://en.wikipedia.org/wiki/Banana_bunchy_top_virus,http://aims.fao.org/aos/agrovoc/c_27362,0,False,0.0488,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
oidium,"Oidium may refer to:Oidium (genus), a genus of fungi in the family Erysiphaceae Oidium (spore), a type of fungal spore Oidium, a disease of grapes caused by the fungus species Uncinula necator",grape oidium,"Oidium may refer to:Oidium (genus), a genus of fungi in the family Erysiphaceae Oidium (spore), a type of fungal spore Oidium, a disease of grapes caused by the fungus species Uncinula necator",grape_powdery_mildew,grape_powdery_mildew,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.8077,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
protostrongylidae,"Parelaphostrongylus tenuis is a neurotropic nematode parasite common to white-tailed deer, Odocoileus virginianus, which",protista,"A protist or protoctist is any eukaryotic organism that is not an animal, land plant, or fungus. Protists do not form a",agrovoc_c_31112,agrovoc_c_330951,http://aims.fao.org/aos/agrovoc/c_31112,http://aims.fao.org/aos/agrovoc/c_330951,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
puumala virus,Puumala virus (PUUV) is the main cause of hemorrhagic fever with renal syndrome (HFRS) in Europe and Russia. Puumala virus is transmitted by the bank vole.,prunus serotina,"Prunus serotina, commonly called black cherry, wild black cherry, rum cherry, or mountain black cherry, is a deciduous tree or shrub in the rose family Rosaceae.",agrovoc_c_35746,agrovoc_c_6290,http://aims.fao.org/aos/agrovoc/c_35746,http://aims.fao.org/aos/agrovoc/c_6290,0,False,0.001,medium,partial: only some disease signals present,good,pathogen + symptom/crop found
grapevine esca,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe,powdery mildew of cherry,Fungal disease of cherry caused by Podosphaera clandestina. Forms white powdery patches on young leaves and shoots. Dist,grapevine_esca,cherry_powdery_mildew,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.0015,good,pathogen + symptom/crop found,medium,partial: only some disease signals present
black rot of grape,"Grape black rot is a fungal disease caused by an ascomycetous fungus, Guignardia bidwellii, that attacks grape vines during hot and humid weather. The disease ""originated in eastern North America, but now occurs in portions of Europe, South America, and Asia.",mosaic virus of tomato,Tomato mosaic virus (ToMV) is a plant pathogenic virus. It is found worldwide and affects tomatoes and many other plants.,grape_black_rot,tomato_mosaic_virus,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.803,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
black rot of apple,"Black rot is a name used for various diseases of cultivated plants caused by fungi or bacteria, producing dark brown discoloration and decay in the leaves of fruit and vegetables:A disease of the apple, pear and quince caused by a fungus A disease of grape vines caused by a fungus, affecting the aboveground part of the vine, and favored by warm, humid weather; also called grape rot A disease of cabbage and related plants caused by a bacterium known as Xanthomonas campestris.",ross river virus,"Ross River virus (RRV) is a small encapsulated single-strand RNA Alphavirus endemic to Australia, Papua New Guinea and other islands in the South Pacific.",apple_black_rot,agrovoc_c_35374,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_35374,0,False,0.0712,good,pathogen + symptom/crop found,medium,partial: only some disease signals present
sclerotinia minor,"Sclerotinia minor is a plant pathogen infecting Chicory, Radicchio, carrots, tomatoes, sunflowers, peanuts and lettuce.",head scab,Fungal disease of wheat caused by Fusarium graminearum. Causes premature bleaching of wheat heads and contaminates grain,agrovoc_c_27368,wheat_fusarium_head_blight,http://aims.fao.org/aos/agrovoc/c_27368,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
proteles cristata,"The cat, also called domestic cat and house cat, is a small carnivorous mammal. It is an obligate carnivore, requiring a",aureusvirus,Maize white line mosaic virus (MWLMV) is a pathogenic plant virus.,agrovoc_c_2ccfc7c5,agrovoc_c_82d0027c,http://aims.fao.org/aos/agrovoc/c_2ccfc7c5,http://aims.fao.org/aos/agrovoc/c_82d0027c,0,False,0.0462,medium,partial: only some disease signals present,good,pathogen + symptom/crop found
yellow curl virus,"Tomato yellow leaf curl virus (TYLCV) is a DNA virus from the genus Begomovirus and the family Geminiviridae. TYLCV is one of the most serious diseases affecting tomato plants, especially in tropical and subtropical areas, where it often causes major crop losses.",wheat fusarium head blight,"Gibberella zeae, also known by the name of its anamorph Fusarium graminearum, is a fungal plant pathogen which causes fusarium head blight (FHB), a devastating disease on wheat and barley.",tomato_yellow_leaf_curl,wheat_fusarium_head_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.7968,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
grape leaf blight,Fungal disease of grape caused by Pseudocercospora vitis. Creates irregular brown lesions on leaves. Also called Isariop,isariopsis leaf spot,"Isariopsis is a genus of fungi in the family Mycosphaerellaceae. The plant disease called isariopsis leaf spot is actually caused by Pseudocercospora vitis, formerly known as I.",grape_leaf_blight,grape_leaf_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.05,good,pathogen + symptom/crop found,poor,poor phrase: 'is a genus of'
erwinia carotovora,Erwinia is a genus of Enterobacterales bacteria containing mostly plant pathogenic species which was named for the famou,leaf mould,"Leaf mold is the compost produced by decomposition of shaded deciduous shrub and tree leaves, primarily by fungal breakdown in a slower, cooler manner as opposed to the bacterial degradation of leaves.",agrovoc_c_24748,tomato_leaf_mold,http://aims.fao.org/aos/agrovoc/c_24748,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.0795,poor,poor phrase: 'is a genus of',medium,partial: only some disease signals present
syncytial viruses,"Respiratory syncytial virus (RSV), also called human respiratory syncytial virus (hRSV) and human orthopneumovirus, is a virus that causes infections of the respiratory tract.",alternaria blight,"Alternaria solani is a fungal pathogen that produces a disease in tomato and potato plants called early blight. The pathogen produces distinctive ""bullseye"" patterned leaf spots and can also cause stem lesions and fruit rot on tomato and tuber blight on potato.",agrovoc_c_23152,early_blight,http://aims.fao.org/aos/agrovoc/c_23152,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
